id_survey,date_of_survey,ticket_system,overall_rating,ease_of_use,likelihood_to_recommend,overall_text,fill_survey,customer_satisfaction,is_satisfied,nps_category,vader_sentiment,transformer_sentiment
T_04709,2024-12-27,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03228,2024-11-30,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03782,2024-12-10,Zoho Desk,5.0,5.0,10.0,Zoho is 9 and plus rated in comparison to other platforms in the market and it's the best value on investment.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04633,2024-12-26,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01727,2024-10-27,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00172,2024-09-07,Freshdesk,5.0,5.0,10.0,We are a distribution company that imports several US and European brands into Canada.We manage the customer service inquiries for all these brands for Canadian customers and retailers.We were previously using Outlook inboxes but that became too cumbersome.Freshdesk has allowed us to feed all inquiries to one place while still maintaining our separate brands and automatically routing tickets to the appropriate customer services team.Our workflows are more efficient and customers are easier to track.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04618,2024-12-26,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_01572,2024-10-23,Zoho Desk,5.0,5.0,9.0,"Pros:Zoho Desk provides more features for your help desk witch a less price when you compare with the competitors! Its a really complete help desk system, test it and see with your own eyes.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04073,2024-12-15,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04817,2024-12-29,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04813,2024-12-29,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00618,2024-09-24,Zoho Desk,4.0,5.0,7.0,Pros:It's mostly easy to use and the app integration is nice. We have been using it for a few weeks now and are enjoying it so far. We came from Zendesk and it's very comparable.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_00638,2024-09-25,Zoho Desk,4.0,4.0,7.0,"Overall, it is a good starter product and is helpful but a lot of tweaking is needed and the product offering is geared to pull you towards needing the Pro package. One day I may choose that but wish I could have a vanity URL for email now with a one time fee.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_01633,2024-10-25,Zoho Desk,5.0,5.0,9.0,Overall expereince is excellent with this software. I suggest everyone should use this software.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04438,2024-12-22,Freshdesk,4.0,5.0,8.0,"Pros:First impression is the user interface is very friendly, not complicated. The configuration is very easy even without online document. It can meet most ticketing needs",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03743,2024-12-09,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03873,2024-12-11,Zendesk,5.0,4.0,9.0,It helps us to address the needs of our users; we receive thousands of tickets a day in queries and Zendesk makes that process simpler.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02954,2024-11-23,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04890,2024-12-30,Jira Service Management,5.0,5.0,9.0,We like this application suit and module workflows and interfaces are quite easy to use. We've found these pleasant to view and user friendly.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04846,2024-12-30,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02255,2024-11-09,Zendesk,5.0,5.0,10.0,"The ticketing system and chat have been a great addition to our website. It allowed us to provide our clients with another way to communicate with customer service when they have questions. It was very easy to install on our website and it is very easy for new employees to understand the software, so training is minimal.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01273,2024-10-14,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02421,2024-11-12,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04342,2024-12-20,Zendesk,5.0,5.0,9.0,One of the of the best,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00628,2024-09-24,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01283,2024-10-14,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03945,2024-12-12,Zendesk,5.0,4.0,8.0,i can say overall zendesk suite is more convenient and easy to use its recommended,Responded,Satisfied,1.0,Passive,Positive,Positive
T_03817,2024-12-10,Zendesk,5.0,5.0,9.0,"It's useful when it comes to communicationsvia emails. In think it's more reliable if they will put some label if which team that specifically agents coming from. In that way you will identify if that is coming from fraud Dept, CSR dept, etc..",Responded,Satisfied,1.0,Promoter,Negative,Neutral
T_00433,2024-09-17,Freshdesk,5.0,5.0,10.0,Pros:It's a great tool for managing internal communication on tickets... it's nice that it handles requests,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01040,2024-10-08,Zoho Desk,5.0,5.0,8.0,"Pros:After looking through a hundred or so integrated PPM, Project Management and Ticketing solutions, zoho scored best. They address most of our concerns out of the box.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_02192,2024-11-08,Freshdesk,5.0,5.0,9.0,More visual way of articulating customer requests and gauging needs,Responded,Satisfied,1.0,Promoter,Neutral,Neutral
T_03819,2024-12-10,Zendesk,4.0,3.0,8.0,Pros:I like how organized and customizable this software is. My company was able to place custom macros for responding emails. This allowed for responses to be sent out conveniently faster.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01677,2024-10-26,Zoho Desk,5.0,5.0,9.0,Pros:This software has greatly improved the turnaround times and production times with on the department,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00527,2024-09-20,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02310,2024-11-10,Zendesk,5.0,5.0,10.0,"Pros:We use this software for technical support questions, chat and overall support to our customers. It is very convenient, I even use the app.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01876,2024-11-01,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00513,2024-09-20,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03099,2024-11-27,Freshdesk,5.0,5.0,10.0,"I'm a big fan and I wish we would have started using it to manage client/customer requests sooner. It's one of those tools in your workflow that works for you rather and against you because it's been reliable and ever since it's been configured, I haven't had any issues since. I've recommended it to several other people in my network that have expressed similar difficulties to those I was experiencing prior to leveraging Freshdesk.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02884,2024-11-22,Zendesk,5.0,4.0,8.0,Great software for it's role in the customer experience niche.Solid analytics and chat feature for our nonprofits.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01139,2024-10-10,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00505,2024-09-19,ServiceNow,5.0,4.0,9.0,I enjoyed Service Now and believe it's the best ticketing system tool out there.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03410,2024-12-03,Zendesk,5.0,5.0,10.0,"Pros:I have been using Zendesk for over 6 years and it has been fantastic. It integrates well with Slack and Jira, which are massively important to allow the support team to contact each team to raise any requests that they may have. Teams can view the support tickets and see a full history between the end user and the company, or more specifically, the support team, without the need of repeating themselves over and over again.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01343,2024-10-16,Freshdesk,5.0,4.0,9.0,I am very impressed with the level of service and the solution provided. There is a constant view to make sure we as users are happy and able to carry out tasks with out any effort.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02050,2024-11-05,Zoho Desk,5.0,3.0,4.0,Pros:I liked all integration the features to capture leads are quite confuse.,Responded,Satisfied,1.0,Detractor,Positive,Positive
T_03583,2024-12-06,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04778,2024-12-28,Jira Service Management,5.0,5.0,8.0,Pros:Efficiency in managing service requests and streamlining communication.,Responded,Satisfied,1.0,Passive,Neutral,Positive
T_02219,2024-11-08,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_03810,2024-12-10,Zendesk,5.0,5.0,9.0,"Pros:I remember when Zendesk first arrived on the scene, and I was in need of some helpdesk software for a new customer-facing project, so I decided to see what Zendesk was like. I was immediately impressed with how clean the UI was, and how at ease it made me feel when I viewed it as a user, while I was setting up the ticket types and options. I understood pretty much right away why it was called Zendesk. If you want a hassle-free ticketing system, look no further. Uncomplicated issue management at it's best.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01730,2024-10-27,Zendesk,5.0,5.0,9.0,"Overall, I can say Zendesk is a good Professional and intuitive platform that makes online Customer service experience easier and more seamless from the interface to the features and functions.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00960,2024-10-05,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00169,2024-09-07,Zoho Desk,4.0,3.0,8.0,Pros:A lot of options available at your fingertips. also have a lot of options available when it comes to integration tools that you can sync with zoho desk,Responded,Satisfied,1.0,Passive,Neutral,Positive
T_01543,2024-10-22,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01998,2024-11-04,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03387,2024-12-03,Zoho Desk,5.0,5.0,9.0,Pros:The desktop version is just great. the snippet feature is time saving.tagging is very useful.Finally we have one source to look at instead of email.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03545,2024-12-06,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04476,2024-12-23,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02280,2024-11-10,Zoho Desk,5.0,4.0,10.0,Better customer service support and tracking of ticketsMore streamlined helpdesk process,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04176,2024-12-17,Zoho Desk,4.0,4.0,8.0,Control over a difficult implementation. Ease of communication with customers and partenrs.,Responded,Satisfied,1.0,Passive,Neutral,Neutral
T_02711,2024-11-18,Jira Service Management,5.0,5.0,9.0,Pros:JIRA is very useful to use while compared to other tracking tools. It helps us to track the issues and progress assigned within the different teams. You can also filter the stories assigned to us that helps you monitor on track !,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02792,2024-11-20,Freshdesk,5.0,5.0,10.0,Easy to use helpdesk which helps us stay in touch with the customers. Thank you Freshdesk :),Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02464,2024-11-13,Zendesk,4.0,5.0,7.0,"As a user loved it. But on the backend side, I'm not so sure. When it worked, it worked. But when it didn't, it seems like that's when it went off the rails.",Responded,Satisfied,1.0,Passive,Negative,Neutral
T_02720,2024-11-18,otrs,,,,,Not Responded,Not Satisfied,,,,
T_03355,2024-12-02,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_00886,2024-10-03,Zendesk,5.0,5.0,10.0,We needed a way to track tickets and make sure they were resolved in a timely manner.Zendesk provided that way!,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_04001,2024-12-14,Zoho Desk,5.0,5.0,10.0,"We are extremely happy with Zoho Desk, so our customers. Our customer make fault tickets 24x7 and we can respond every tickets as per SLA. We also use Zoho Assist which is integrated with Desk. As a result, whenever remote support session is needed, that can be done withing the tickets. Our customer like this most. Everything is possible for Zoho Desk.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00854,2024-10-02,Zendesk,4.0,5.0,8.0,Zendesk has made issue resolution possible across a broad company,Responded,Satisfied,1.0,Passive,Neutral,Positive
T_01108,2024-10-09,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_02747,2024-11-19,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03779,2024-12-10,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00870,2024-10-03,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02536,2024-11-15,Freshdesk,5.0,5.0,10.0,Highly dependable. Am happy to have such a great tool. My work is now easy and enjoyable.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03922,2024-12-12,Freshdesk,5.0,5.0,9.0,"Freshdesk has established efficient customer help programs, from chats, and direct calls. There is credible customer facilitation for rational business processes.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00446,2024-09-17,Zendesk,5.0,5.0,10.0,"My experience surf Zendesk has been nothing but great, I feel supported and I can trust the customer service!",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01089,2024-10-09,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00866,2024-10-02,Jira Service Management,5.0,3.0,8.0,"Pros:Jira service Management is a good ticketing tools, easy to setup if you already have JIRA",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04721,2024-12-27,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00747,2024-09-29,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02193,2024-11-08,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02926,2024-11-23,Freshdesk,4.0,4.0,9.0,"Freshdesk is used by support teams within organizations. It was implemented to replace the use of group mailboxes as the support team grew. The centralized management of support email quickly proved its value. Since then, we have also implemented a solution tool (knowledge base) as a central guidance repository for our user base to supplement the training resources we provide. Freshdesk is perfect for any support team using email or social media to help users. It's flexible enough to become a central element of your online presence once you find your way into the admin section and set up a look and feel that fits your company's style. The most important question when choosing help desk software is obviously how you want to support your customers and finding software that does exactly that.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02798,2024-11-20,Zendesk,5.0,5.0,10.0,"When we used his product it work very well, things plug in easily",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02356,2024-11-11,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00288,2024-09-11,Freshdesk,5.0,5.0,10.0,Great ticketing while providing fast and consistent customer service.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02953,2024-11-23,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04048,2024-12-14,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_04830,2024-12-29,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02971,2024-11-24,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04371,2024-12-21,Zoho Desk,5.0,5.0,10.0,Pros:Managing chats of customer support and team made easy with automations and worflows. It makes support data look easy to understand on dashboard.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00478,2024-09-18,Zendesk,5.0,5.0,10.0,"Zendesk is easy to use, straight-forward and efficient.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00342,2024-09-14,Zoho Desk,4.0,4.0,8.0,"The software works. It would be nice if some requested features were implemented faster. For example, many users requested a dark mode theme over two years ago. It just now has entered beta.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03488,2024-12-05,Zoho Desk,5.0,5.0,9.0,Pros:You can manage all the queries of customers and it has the ticket system which becomes easier for us and for our customer to keep the record of their queries.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04008,2024-12-14,Zoho Desk,5.0,5.0,10.0,Great for large businesses to have a comprehensive solution to customer support operations,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04563,2024-12-24,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00022,2024-09-01,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02532,2024-11-15,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00408,2024-09-16,Zendesk,5.0,5.0,10.0,It has been great and a real game changer for our company.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00486,2024-09-18,otrs,,,,,Not Responded,Not Satisfied,,,,
T_04655,2024-12-26,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03151,2024-11-28,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03043,2024-11-25,Jira Service Management,4.0,4.0,7.0,"In general, it is good to manage some tickets and interact with the client",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03738,2024-12-09,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02026,2024-11-04,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03132,2024-11-28,Zoho Desk,5.0,5.0,10.0,much better efficiency,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02210,2024-11-08,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00842,2024-10-02,Freshdesk,4.0,3.0,10.0,"We deal with multiple insurers, and for us to be able to service all the clients we placed with about 17 of these insurers is a whole lot of work, but with freshdesk we easily manage this, and effectively satisfy our clients request, disputes and escalation resolution through a ticketing service, while using the same tool as a BI reporting tool with the fabulous dashboards, and we easily export these reports into google presentation or power point presentation, as well as into excel sheets.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03122,2024-11-27,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02342,2024-11-11,Freshdesk,5.0,5.0,10.0,Better local customer experience than compactors that are not local or in the same nation.,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_03484,2024-12-04,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04714,2024-12-27,Zendesk,5.0,5.0,9.0,"I enjoy working with Zendesk, it's UI gives me a great work atmosphere.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00192,2024-09-07,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02611,2024-11-16,otrs,,,,,Not Responded,Not Satisfied,,,,
T_03780,2024-12-10,Zoho Desk,5.0,5.0,10.0,Pros:Creating a team on zoho desk is very easy and admin on zoho desk has full control.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01924,2024-11-02,Zoho Desk,5.0,5.0,8.0,Helped us manage cases and issues on project management.,Responded,Satisfied,1.0,Passive,Neutral,Neutral
T_02237,2024-11-09,Zoho Desk,4.0,4.0,6.0,"Pros:The easy set up and user friendly UI.And the call management, data tracking",Responded,Satisfied,1.0,Detractor,Positive,Positive
T_01324,2024-10-15,otrs,,,,,Not Responded,Not Satisfied,,,,
T_01016,2024-10-07,Freshdesk,5.0,5.0,10.0,Very happy with this application and has made a huge difference to our service levels and customer satisfaction!,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04294,2024-12-19,Zendesk,4.0,4.0,8.0,"Overall it has worked pretty well.On the user end, it's been marginally better than Front, but the reporting and integration functions have been better.It's way better than using a regular email program like Outlook.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04686,2024-12-27,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01685,2024-10-26,Freshdesk,5.0,5.0,10.0,"Freshdesk has allowed us to provide a pleasant customer service channel to answer questions or report any inconvenience our service may have suffered. We are satisfied with this platform, since we have managed to solve more efficiently and quickly, which has generated praise with our clients.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00734,2024-09-28,Zendesk,5.0,5.0,8.0,Pros:I like the ease of use with Zendesk Suite.I've tried many other options and the layout for Zendesk Suite fits the best and is very easy to work with.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_03841,2024-12-11,Zoho Desk,4.0,4.0,8.0,Ease of management of partner support with the free portal combined with CRM data.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01553,2024-10-22,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04057,2024-12-14,Jira Service Management,3.0,4.0,7.0,We can generate the reports regarding pending and completed tickets,Responded,Not Satisfied,0.0,Passive,Neutral,Neutral
T_02811,2024-11-20,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04315,2024-12-20,Zoho Desk,4.0,2.0,7.0,Pros:The Ticketing method with the integration is the most attractive feature of all.The reporting patterns are very good.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_04668,2024-12-26,Jira Service Management,4.0,4.0,7.0,"I came into a support team that already had it set up and some of the users were not advanced in technology so they have made the product almost unchangeable without breaking so many different boards. Given the time and money, I'd say it could be great if I implemented it myself.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_01791,2024-10-28,Jira Service Management,4.0,3.0,7.0,I envision great possibilities for integration with other JIRA services. Using it as a help desk is just the beginning for me.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_04776,2024-12-28,Jira Service Management,5.0,4.0,10.0,"in the past, the developers not are tracking good because only attended issues in GitHub and did not have management",Responded,Satisfied,1.0,Promoter,Negative,Negative
T_00343,2024-09-14,Zoho Desk,4.0,3.0,8.0,"Pros:The feature we like most is Blueprint, which is very helpful in controlling the process.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_02932,2024-11-23,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02503,2024-11-14,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01444,2024-10-19,Zoho Desk,5.0,5.0,10.0,ITs a one stop shop for all our support tickets.,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_03992,2024-12-13,Jira Service Management,4.0,4.0,8.0,"Pros:Since we use JIRA Software, it was just a matter of time until we decided to implement JIRA Service Desk. So far it's worked fairly well and gives us a central location to manage our helpdesk requests from our employees. Being a JIRA product, you know it's powerful, but you also know that it takes a bit of work to get it up and running. You also know it's not going to look too sexy ;) It does it's job and gives us a good place to manage our tickets and gives our users the option to leave feedback, which helps us do our job even better.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00066,2024-09-03,Freshdesk,5.0,5.0,10.0,Awesome.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00678,2024-09-26,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03426,2024-12-03,Jira Service Management,4.0,5.0,9.0,Have had a good experience with using JIRA so far. It was A relatively easy tool to learn. Helps keep my daily activities organized and Makes collaborating with team members quick and efficient.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03383,2024-12-03,Zoho Desk,4.0,4.0,8.0,"Pros:It's easy to use and navigate, especially those using a platform like this for the first time. There is nothing too out of range for any level of business to best implement this within their businesses. Happy I found it.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03593,2024-12-06,Jira Service Management,5.0,5.0,8.0,"Overall, JIRA Service Management is powerful and customizable, but has a complex setup, steep learning curve, and can be costly.",Responded,Satisfied,1.0,Passive,Positive,Neutral
T_01014,2024-10-07,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03539,2024-12-05,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00165,2024-09-07,Zoho Desk,4.0,4.0,9.0,Excellent,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_03504,2024-12-05,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02832,2024-11-21,Freshdesk,5.0,5.0,9.0,Pros:Freshdesk provides an unrivalled ability to stay on top of client support and issue management. This tool is so far the best in class at supporting our needs in supporting our client base.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03994,2024-12-13,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_04442,2024-12-22,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03322,2024-12-02,Zoho Desk,5.0,4.0,7.0,Pros:The option available with Zoho to sync with WhatsApp like a chat application is a brilliant idea. I liked that functionality a lot.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01254,2024-10-13,ServiceNow,4.0,4.0,7.0,"Overall, it is an easy to use software, with many functions that supports efficient work.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_01777,2024-10-28,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01355,2024-10-16,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03748,2024-12-09,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_02888,2024-11-22,Zendesk,5.0,5.0,9.0,"Pros:I used this for many hours every weekday for about 18 months and it was very quick to navigate and I very rarely had any issues with it at all, extremely consistent software. I taught other how to use the software in this time and they pciked it up very very quickly.",Responded,Satisfied,1.0,Promoter,Neutral,Positive
T_00345,2024-09-14,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04866,2024-12-30,Freshdesk,5.0,5.0,10.0,Pros:I use everyday Freshdesk solution. It's easy to use and has useful and powerful options to give support to my customers.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00996,2024-10-06,Jira Service Management,4.0,4.0,7.0,"Jira is a good solution with many use cases like bug tracking, issue tracking, task management and project management.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04218,2024-12-18,Zoho Desk,4.0,5.0,8.0,One stop shop for all our helpdesk needs rather than having to rely on multiple systems to manage contact with our clients.,Responded,Satisfied,1.0,Passive,Negative,Neutral
T_02962,2024-11-24,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02101,2024-11-06,Freshdesk,5.0,5.0,10.0,"Pros:I love that all of my emails, FB messages, and submissions to our website can all be handled in this one spot. Additionally, there are canned responses, which are essentially pre-writeen answers to the most common questions, allowing me to expedite my responses and move on to other aspects of my daily tasks.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04590,2024-12-25,Freshdesk,4.0,5.0,9.0,My Overall experience is satisfactory with FreshDesk,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03500,2024-12-05,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02120,2024-11-06,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_03513,2024-12-05,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03861,2024-12-11,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03166,2024-11-29,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04116,2024-12-15,Jira Service Management,5.0,5.0,8.0,Great tool to have,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01790,2024-10-28,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_01232,2024-10-13,Zoho Desk,5.0,4.0,8.0,Easy interface with the customers.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_00108,2024-09-04,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02275,2024-11-10,Zoho Desk,5.0,5.0,10.0,"Pros:Zoho Desk has been incredibly easy to trial, setup and integrate into our workflow, quickly becoming the center of our support activities and obsoleting older tools.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02270,2024-11-09,Jira Service Management,4.0,1.0,2.0,"Pros:It's a powerful tool, if you know how to use it.",Responded,Satisfied,1.0,Detractor,Positive,Positive
T_03087,2024-11-27,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04036,2024-12-14,Zendesk,5.0,5.0,9.0,Pros:We use our chat feature more often than our phone calls- customers seem to really like being able to chat more than pick up the phone these days. Love that any of our agents can join the chat when needed to give feedback or a helping hand to the chat.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04736,2024-12-28,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02248,2024-11-09,Freshdesk,5.0,4.0,7.0,"Our ticketing nightmare has become a thing of the past, we have live chat features that allows our Web users contact us directly. It's really nice.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_02054,2024-11-05,Freshdesk,5.0,5.0,10.0,"Freshdesk has been a valuable asset for our company, it has helped us to solve many of our business problems and improve our customer service and support, The benefits we have realized from using Freshdesk include improved customer satisfaction, better communication and collaboration, and increased efficiency and productivity.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01610,2024-10-24,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03980,2024-12-13,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04818,2024-12-29,Zendesk,5.0,5.0,8.0,We use this software daily.This is one of the most robust and versatile platforms available.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_02660,2024-11-18,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03020,2024-11-25,Freshdesk,3.0,3.0,3.0,This was the first software used for Customer Support on the website and a stepping stone. Moved to Gorgias that works well with Shopify.,Responded,Not Satisfied,0.0,Detractor,Positive,Positive
T_03793,2024-12-10,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03264,2024-11-30,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_02045,2024-11-05,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03543,2024-12-05,Jira Service Management,4.0,4.0,8.0,Very much satisfied,Responded,Satisfied,1.0,Passive,Positive,Positive
T_03379,2024-12-03,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
